,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,clusters
12435,1,33,2.0,10,0,0,58,2
12436,1,30,4.0,5,0,0,51,1
12437,1,40,5.0,3,1,0,61,2
12438,1,32,1.0,2,0,0,60,2
12439,1,44,4.0,5,1,0,47,1
12440,1,44,3.0,7,0,0,85,3
12441,1,58,5.0,13,0,0,54,1
12442,1,39,3.0,4,0,0,64,2
12443,1,43,1.0,4,1,0,64,2
12444,1,32,3.0,5,1,0,52,1
12445,1,28,5.0,2,0,0,53,1
12446,1,36,5.0,7,1,0,63,2
12447,1,58,5.0,17,0,0,63,2
12448,1,32,4.0,2,1,0,51,1
12449,5,26,3.0,2,0,0,56,2
12450,1,31,5.0,3,0,0,43,1
12451,1,28,3.5,1,0,0,69,3
12452,1,34,2.0,3,0,0,57,2
12453,2,29,3.0,6,0,0,82,3
12454,2,39,4.0,11,0,0,72,3
12455,1,48,5.0,8,1,0,57,2
12456,1,30,1.0,5,0,0,48,1
12457,2,44,1.0,7,0,0,54,1
12458,1,27,4.0,2,1,1,90,3
12459,1,47,3.0,7,0,0,51,1
12460,1,31,1.0,7,0,0,62,2
12461,1,58,3.0,6,0,0,73,3
12462,2,44,3.0,16,0,0,49,1
12463,1,37,5.0,8,1,0,50,1
12464,1,29,3.5,1,0,0,84,3
12465,1,40,3.0,7,0,0,52,1
12466,1,31,1.0,2,1,0,59,2
12467,1,32,3.0,7,0,0,44,1
12468,1,30,3.0,4,0,0,60,2
12469,1,33,4.0,4,0,0,50,1
12470,2,31,3.0,4,1,0,60,2
12471,1,41,3.0,2,0,0,57,1
12472,1,27,3.0,4,0,0,48,1
12473,1,45,2.0,3,0,0,79,3
12474,1,27,3.0,2,0,0,80,3
12475,1,30,5.0,8,0,0,50,2
12476,1,34,5.0,8,1,0,81,3
12477,2,31,4.0,3,0,0,84,3
12478,1,48,4.0,19,0,0,61,2
12479,3,22,3.5,1,0,0,44,1
12480,1,35,3.0,5,0,0,59,2
12481,1,37,4.0,9,1,0,79,3
12482,1,32,5.0,2,0,0,89,3
12483,1,37,2.0,7,0,0,86,3
12484,1,39,1.0,4,0,0,52,1
12485,1,35,4.0,7,1,0,48,2
12486,1,44,3.0,4,0,0,55,1
12487,1,33,5.0,5,1,1,48,3
12488,1,34,2.0,8,0,0,57,2
12489,1,49,5.0,18,1,0,86,3
12490,1,36,3.0,3,0,0,51,1
12491,1,28,3.5,1,0,0,70,3
12492,1,33,5.0,3,0,0,49,1
12493,1,30,5.0,5,1,0,83,3
12494,1,36,3.0,4,0,0,79,3
12495,1,28,5.0,3,0,0,76,2
12496,1,52,4.0,25,0,0,50,1
12497,1,40,3.0,7,0,0,62,2
12498,1,42,5.0,14,0,0,46,1
12499,1,25,4.0,2,0,0,50,1
12500,1,28,5.0,3,1,0,83,3
12501,1,30,1.0,5,0,0,68,3
12502,1,30,3.0,2,0,0,50,1
12503,1,30,4.0,10,0,0,61,2
12504,1,35,3.0,3,0,0,72,2
12505,1,45,3.0,3,0,0,51,1
12506,1,40,3.0,13,1,0,55,2
12507,1,35,3.0,3,1,0,96,2
12508,1,33,3.0,3,0,0,55,1
12509,1,22,3.5,1,0,0,47,2
12510,1,46,4.0,15,0,0,52,1
12511,1,35,4.0,7,0,0,75,3
12512,1,35,5.0,7,1,0,60,2
12513,1,31,5.0,2,1,0,49,1
12514,1,30,1.0,4,0,0,51,1
12515,1,47,2.0,18,0,0,46,1
12516,1,27,3.0,3,0,0,60,2
12517,1,25,2.0,2,1,1,58,2
12518,1,38,1.0,10,0,0,51,1
12519,1,43,3.0,13,0,0,55,2
12520,1,27,5.0,6,0,0,89,3
12521,2,28,5.0,5,0,0,50,1
12522,1,26,5.0,3,1,0,59,2
12523,1,38,1.0,4,1,0,60,2
12524,1,41,1.0,11,0,0,48,1
12525,1,25,5.0,2,0,1,69,2
12526,6,29,3.5,1,0,1,97,3
12527,1,24,4.0,2,1,0,48,1
12528,1,26,5.0,2,0,0,83,3
12529,1,53,1.0,6,0,0,45,1
12530,1,40,5.0,14,0,0,46,2
12531,1,34,1.0,5,0,0,61,2
12532,2,30,3.5,1,0,0,86,3
12533,1,56,3.0,17,0,0,66,3
12534,1,30,1.0,2,0,0,80,3
12535,1,45,3.0,4,1,0,78,3
12536,1,31,1.0,3,0,0,47,1
12537,1,34,2.0,7,1,1,47,3
12538,1,35,5.0,6,0,0,58,1
12539,1,28,3.5,1,0,0,70,3
12540,1,32,3.0,2,0,0,68,3
12541,1,40,3.0,10,0,0,64,1
12542,1,30,4.0,2,0,0,81,3
12543,1,32,4.0,5,1,0,52,1
12544,1,39,1.0,4,0,0,50,1
12545,1,43,5.0,3,0,0,51,1
12546,2,40,4.0,7,1,0,62,2
12547,2,34,3.0,9,0,0,56,2
12548,1,42,3.0,16,0,0,50,1
12549,1,49,5.0,18,0,0,56,2
12550,1,30,1.0,3,0,0,48,1
12551,1,27,3.5,1,1,0,50,1
12552,1,25,3.0,2,1,0,59,2
12553,2,32,5.0,5,1,0,63,2
12554,3,53,3.0,20,0,0,69,3
12555,1,42,4.0,15,1,0,57,2
12556,1,31,3.0,6,0,0,81,3
12557,1,34,4.0,4,0,0,61,2
12558,1,31,3.0,6,0,0,60,2
12559,1,35,2.0,8,0,0,48,1
12560,1,42,2.0,5,0,0,52,1
12561,1,38,2.0,8,0,0,58,2
12562,1,32,4.0,3,1,0,48,2
12563,1,34,5.0,7,1,0,48,2
12564,1,30,3.0,6,0,0,51,1
12565,2,29,1.0,3,0,0,73,3
12566,1,48,1.0,6,0,0,51,1
12567,1,58,5.0,6,1,0,79,3
12568,1,29,3.0,5,0,0,49,1
12569,1,37,4.0,13,0,0,50,1
12570,1,48,3.0,3,1,0,52,1
12571,2,32,5.0,4,0,0,86,3
12572,1,40,4.0,12,0,0,84,3
12573,1,33,4.0,9,1,0,58,2
12574,1,37,4.0,9,1,0,47,1
12575,1,27,3.5,1,0,0,59,2
12576,1,31,3.0,5,0,0,58,2
12577,1,39,4.0,3,1,0,49,1
12578,2,30,3.0,3,0,0,48,1
12579,1,32,4.0,5,0,0,69,3
12580,2,27,3.0,4,1,0,51,1
12581,1,28,3.5,1,1,0,79,3
12582,5,26,4.0,1,1,0,61,2
12583,2,37,5.0,4,1,0,74,3
12584,1,37,4.0,2,1,0,61,2
12585,1,27,4.0,3,1,0,49,1
12586,1,37,3.0,5,1,0,77,3
12587,1,40,4.0,11,0,0,73,3
12588,1,29,3.0,6,0,0,48,1
12589,1,37,2.0,7,0,0,79,3
12590,1,28,3.0,3,1,0,59,2
12591,1,37,1.0,9,0,0,50,1
12592,2,27,1.0,4,0,0,47,1
12593,3,28,1.0,5,0,0,52,1
12594,1,27,3.0,5,0,0,48,1
12595,1,47,3.0,19,1,0,56,2
12596,1,38,1.0,7,0,0,51,1
12597,2,38,4.0,7,0,0,58,2
12598,1,33,4.0,8,0,0,59,2
12599,2,35,3.0,3,0,0,48,1
12600,1,42,5.0,11,0,0,58,2
12601,1,45,4.0,15,0,0,66,3
12602,1,42,5.0,7,1,0,59,2
12603,1,28,3.0,6,1,0,76,3
12604,1,27,3.5,1,0,0,53,2
12605,1,27,5.0,2,1,0,60,2
12606,1,34,1.0,8,0,0,47,1
12607,2,26,2.0,2,0,0,53,1
12608,1,28,5.0,2,1,0,74,3
12609,2,43,2.0,18,0,0,47,1
12610,2,32,2.0,8,0,0,50,1
12611,1,60,3.0,15,0,0,70,3
12612,1,26,2.0,1,1,0,86,3
12613,1,25,3.5,1,1,0,84,2
12614,1,32,3.5,1,1,0,61,2
12615,1,34,1.0,10,0,0,80,3
12616,1,37,1.0,10,0,0,55,2
12617,1,26,3.5,1,1,0,66,3
12618,2,27,5.0,3,1,0,52,1
12619,1,40,2.0,6,0,0,83,3
12620,1,48,3.0,18,0,0,56,2
12621,1,33,2.0,6,0,0,85,3
12622,1,25,2.0,2,0,0,84,3
12623,1,33,4.0,2,0,0,63,2
12624,1,31,3.0,2,0,0,57,2
12625,1,36,4.0,8,1,0,60,2
12626,1,31,4.0,5,0,0,52,1
12627,2,34,2.0,6,0,0,46,1
12628,2,32,3.0,6,0,0,67,3
12629,1,41,4.0,10,0,0,49,1
12630,1,35,3.0,9,1,0,68,2
12631,2,31,3.0,5,0,0,88,3
12632,1,32,5.0,5,1,0,51,1
12633,1,28,4.0,5,1,0,91,2
12634,1,36,4.0,5,1,0,58,2
12635,2,42,3.0,5,0,0,62,2
12636,1,34,3.0,7,0,0,67,3
12637,1,26,3.5,1,1,0,81,3
12638,1,27,4.0,2,0,0,46,1
12639,1,31,4.0,6,0,0,85,3
12640,1,39,5.0,7,1,0,57,2
12641,1,31,2.0,2,0,0,52,1
12642,1,31,5.0,3,1,0,52,1
12643,2,28,4.0,5,0,0,88,3
12644,1,38,3.0,4,1,0,81,3
12645,1,36,4.0,4,0,0,79,3
12646,1,27,4.0,5,0,0,66,2
12647,1,30,5.0,3,0,0,59,2
12648,1,26,3.5,1,1,0,46,1
12649,1,28,3.0,4,0,0,49,1
12650,1,26,5.0,4,0,0,57,2
12651,1,56,3.0,16,0,0,51,2
12652,1,29,3.5,1,1,0,88,3
12653,1,34,4.0,2,0,0,59,2
12654,1,30,3.0,7,1,0,49,1
12655,1,31,3.0,6,0,0,47,2
12656,2,40,5.0,11,1,0,60,2
12657,2,48,4.0,7,0,0,62,1
12658,1,25,3.5,1,1,0,86,3
12659,1,59,4.0,14,0,0,56,2
12660,1,35,3.0,8,0,0,52,1
12661,2,46,4.0,6,0,0,49,1
12662,1,34,1.0,6,0,0,49,1
12663,1,32,4.0,2,1,0,76,3
12664,1,29,3.5,1,1,1,51,3
12665,9,29,3.0,3,0,0,67,3
12666,1,31,3.0,2,0,0,46,2
12667,2,28,4.0,4,0,0,77,3
12668,1,33,3.0,7,0,0,69,3
12669,1,43,4.0,13,0,0,49,2
12670,1,35,5.0,4,1,0,56,2
12671,1,31,5.0,5,0,0,69,3
12672,1,33,5.0,2,1,1,63,3
12673,1,42,3.0,13,0,0,84,3
12674,1,48,3.0,15,0,0,85,3
12675,1,36,4.0,4,0,0,45,1
12676,1,27,3.0,3,0,0,59,2
12677,1,28,3.0,2,0,0,57,2
12678,1,50,4.0,18,0,0,62,2
12679,1,34,4.0,4,1,0,73,3
12680,1,34,5.0,3,1,0,79,3
12681,1,37,5.0,2,1,0,59,2
12682,2,35,3.0,4,0,0,63,2
12683,1,20,2.0,2,0,0,47,1
12684,1,24,3.5,1,0,0,50,1
12685,2,30,3.0,5,0,0,71,3
12686,1,35,5.0,3,1,1,87,3
12687,1,28,5.0,3,1,0,69,3
12688,1,30,1.0,4,0,0,53,1
12689,1,31,3.5,1,1,0,60,2
12690,1,43,1.0,10,0,0,50,1
12691,1,31,3.0,7,0,0,84,3
12692,1,30,3.0,8,1,0,47,1
12693,1,37,3.0,10,0,0,51,1
12694,1,31,1.0,5,0,0,62,2
12695,1,35,5.0,7,1,0,60,2
12696,1,33,4.0,5,1,0,63,2
12697,1,35,2.0,6,0,0,52,1
12698,1,37,3.0,10,1,0,44,1
12699,2,32,3.0,7,0,0,79,3
12700,1,34,1.0,4,0,0,68,3
12701,1,28,3.0,2,0,0,59,2
12702,1,40,4.0,4,1,0,59,2
12703,2,30,3.0,5,1,0,66,3
12704,1,24,3.5,1,1,0,59,2
12705,1,57,3.0,26,0,0,58,2
12706,2,27,5.0,2,1,0,51,1
12707,1,54,3.0,2,0,0,78,3
12708,1,34,5.0,10,0,0,66,1
12709,1,34,1.0,9,0,0,70,3
12710,2,33,1.0,4,0,0,48,1
12711,1,29,3.0,3,0,0,72,3
12712,2,36,3.0,5,1,0,68,3
12713,1,44,5.0,6,1,0,48,1
12714,2,50,4.0,5,0,0,83,3
12715,1,27,4.0,2,1,0,46,2
12716,2,33,5.0,2,0,0,48,1
12717,2,35,3.0,8,0,0,89,3
12718,1,30,3.0,7,0,0,46,2
12719,1,33,2.0,3,0,0,47,1
12720,1,31,5.0,7,0,0,48,2
12721,2,39,4.0,3,1,0,94,3
12722,1,40,2.0,5,1,0,59,2
12723,1,33,3.0,8,1,0,47,1
12724,1,29,3.0,2,0,0,85,3
12725,1,46,4.0,5,1,0,58,2
12726,1,31,3.0,3,0,0,52,1
12727,1,36,5.0,4,0,0,71,3
12728,1,39,2.0,9,0,0,50,1
12729,1,25,5.0,3,1,0,47,2
12730,2,28,5.0,2,1,0,90,2
12731,1,28,4.0,3,0,0,76,3
12732,1,53,4.0,7,0,0,52,1
12733,1,33,3.0,7,0,0,86,3
12734,1,54,3.0,6,0,0,50,1
12735,1,28,5.0,3,1,0,50,2
12736,1,41,4.0,11,1,0,71,3
12737,1,26,5.0,4,1,0,48,2
12738,1,46,5.0,14,1,0,57,2
12739,1,37,3.0,8,1,0,46,1
12740,2,28,4.0,4,1,0,71,3
12741,1,45,4.0,6,0,0,54,1
12742,4,30,1.0,2,0,0,50,1
12743,1,36,3.0,4,1,0,86,3
12744,1,40,4.0,5,1,0,66,3
12745,1,28,3.0,5,0,0,44,1
12746,1,34,2.0,6,0,0,82,3
12747,2,27,5.0,5,0,0,77,2
12748,2,27,3.5,1,1,0,82,3
12749,1,44,4.0,2,0,0,66,1
12750,1,30,5.0,5,0,0,46,1
12751,2,37,4.0,4,1,0,55,2
12752,1,47,3.0,8,0,0,48,2
12753,1,38,4.0,10,1,0,51,1
12754,1,27,2.0,4,0,0,50,1
12755,1,35,1.0,5,0,0,80,3
12756,1,43,5.0,11,0,0,52,1
12757,1,47,3.0,6,0,0,49,1
12758,1,30,3.0,8,0,0,83,3
12759,3,29,2.0,3,0,0,61,2
12760,1,43,2.0,13,0,0,61,2
12761,1,48,5.0,17,0,1,94,3
12762,1,43,5.0,5,0,0,73,3
12763,1,38,3.0,9,0,0,49,1
12764,1,26,3.5,1,1,0,69,3
12765,1,36,3.0,4,0,0,65,3
12766,2,27,3.5,1,0,0,45,1
12767,1,34,5.0,3,0,0,50,2
12768,1,28,5.0,5,0,0,48,2
12769,1,26,3.0,2,0,0,50,1
12770,2,25,3.5,1,0,0,84,3
12771,1,31,5.0,10,1,0,50,1
12772,1,40,1.0,7,1,0,51,1
12773,1,36,3.0,10,0,0,50,1
12774,3,26,5.0,3,1,0,82,2
12775,1,31,1.0,6,0,0,84,3
12776,1,37,3.0,9,1,1,73,3
12777,1,28,4.0,2,1,0,61,2
12778,1,37,3.0,9,0,0,77,3
12779,1,52,3.0,11,0,0,48,1
12780,1,39,4.0,15,0,0,62,2
12781,1,56,3.0,4,1,0,74,3
12782,1,35,3.0,6,1,0,54,1
12783,4,38,1.0,8,0,0,48,1
12784,3,32,3.0,6,0,0,52,1
12785,1,25,5.0,3,1,0,80,2
12786,1,37,2.0,11,0,0,51,1
12787,1,32,1.0,3,0,0,57,2
12788,1,33,4.0,7,1,0,60,2
12789,1,38,5.0,8,1,0,52,1
12790,1,48,5.0,4,1,0,47,2
12791,1,31,3.0,3,1,0,87,3
12792,1,28,3.0,6,0,0,53,1
12793,1,32,4.0,5,0,0,48,1
12794,1,37,3.0,11,0,0,48,1
12795,1,47,3.0,7,0,0,55,1
12796,1,30,2.0,6,0,0,56,2
12797,4,36,5.0,3,1,0,84,3
12798,1,53,2.0,15,0,0,67,3
12799,1,39,1.0,4,0,0,53,1
12800,1,29,5.0,3,1,0,60,2
12801,1,32,5.0,7,1,0,50,2
12802,1,37,3.0,5,1,0,71,3
12803,1,27,2.0,4,0,0,49,1
12804,1,33,4.0,5,1,0,50,2
12805,2,31,3.0,7,0,0,67,3
12806,2,36,3.0,2,0,0,67,3
12807,3,27,1.0,2,1,0,65,2
12808,1,40,5.0,8,0,0,63,2
12809,1,31,5.0,5,1,0,47,1
12810,1,30,3.5,1,0,0,77,3
12811,1,59,2.0,7,0,1,69,3
12812,1,39,3.0,4,1,0,84,3
12813,1,52,4.0,24,0,0,58,2
12814,1,40,3.0,10,0,0,51,1
12815,1,35,3.0,8,0,0,49,2
12816,3,32,5.0,6,0,0,85,3
12817,3,28,3.0,6,0,0,66,3
12818,1,39,3.0,13,0,0,54,2
12819,1,31,1.0,5,0,0,74,3
12820,1,38,5.0,10,1,0,57,2
12821,1,31,3.0,6,1,0,52,1
12822,1,27,3.5,1,0,0,46,1
12823,2,34,5.0,8,0,0,89,3
12824,1,29,4.0,5,0,0,85,3
12825,2,43,3.0,12,0,0,52,1
12826,1,41,3.0,11,1,0,64,2
12827,1,28,5.0,2,1,0,53,1
12828,1,22,5.0,2,1,0,52,1
12829,1,27,3.5,1,1,0,57,2
12830,1,43,1.0,14,0,0,50,1
12831,1,28,4.0,1,0,0,45,1
12832,1,29,2.0,6,0,0,68,3
12833,1,31,1.0,7,0,0,55,1
12834,2,28,3.0,3,1,0,81,3
12835,1,39,5.0,5,1,0,49,1
12836,1,35,2.0,8,0,0,82,3
12837,1,45,3.0,4,0,0,56,2
12838,2,37,1.0,4,0,0,51,1
12839,1,54,3.0,19,0,0,60,2
12840,1,31,1.0,4,1,0,52,1
12841,1,31,4.0,5,0,0,48,1
12842,2,30,2.0,2,0,0,52,1
12843,1,41,3.0,2,1,0,57,2
12844,1,28,2.0,1,0,0,70,3
12845,1,55,1.0,6,1,0,68,3
12846,1,39,4.0,6,0,0,63,2
12847,1,28,4.0,5,0,0,48,1
12848,1,49,4.0,7,1,0,45,1
12849,1,47,1.0,15,0,0,79,3
12850,1,33,3.0,7,0,0,51,1
12851,2,30,2.0,7,1,0,61,2
12852,1,32,3.0,4,1,0,77,3
12853,1,35,4.0,10,0,0,53,1
12854,1,26,3.5,1,1,0,47,1
12855,1,33,4.0,3,1,0,83,3
12856,1,39,4.0,3,0,0,61,2
12857,1,31,4.0,5,1,0,58,1
12858,1,28,3.5,1,0,0,46,1
12859,1,45,5.0,7,1,0,49,1
12860,1,41,1.0,7,1,0,47,1
12861,1,30,3.0,5,0,0,81,3
12862,1,31,1.0,4,0,0,87,3
12863,1,34,1.0,7,0,0,50,1
12864,1,33,4.0,7,1,0,83,3
12865,1,28,4.0,5,0,0,47,1
12866,1,31,5.0,6,0,0,87,3
12867,1,44,4.0,4,1,0,85,3
12868,2,53,5.0,4,0,0,54,1
12869,1,30,2.0,2,0,0,49,1
12870,2,30,3.0,4,1,0,61,2
12871,1,32,3.0,6,0,0,81,3
12872,2,32,3.0,5,1,0,48,1
12873,2,25,3.5,1,0,0,49,1
12874,1,36,3.0,3,0,0,57,2
12875,1,44,2.0,7,0,0,51,1
12876,1,34,4.0,7,0,0,45,2
12877,1,41,1.0,5,0,0,53,1
12878,1,31,5.0,5,1,0,62,2
12879,1,54,3.0,11,0,0,57,2
12880,1,46,4.0,7,1,0,79,3
12881,2,29,1.0,5,0,0,51,1
12882,1,46,3.0,19,0,0,51,1
12883,1,32,1.0,6,0,0,50,1
12884,1,37,3.0,7,0,0,72,3
12885,1,27,3.0,5,0,0,50,2
12886,2,37,3.0,5,1,0,85,3
12887,1,30,3.5,1,1,0,84,3
12888,1,23,3.0,2,0,0,51,1
12889,2,30,2.0,3,1,0,81,3
12890,1,29,5.0,2,0,0,51,1
12891,1,31,5.0,4,0,0,49,1
12892,1,56,5.0,16,0,0,51,1
12893,3,25,5.0,2,1,0,70,3
12894,1,29,3.5,1,1,0,61,2
12895,1,50,1.0,20,0,0,70,3
12896,1,39,3.0,4,0,0,49,1
12897,1,34,1.0,3,0,0,49,1
12898,3,30,1.0,4,0,0,52,1
12899,2,24,3.5,1,0,0,47,1
12900,1,32,1.0,6,0,0,51,1
12901,1,27,3.5,1,0,0,46,1
12902,1,35,2.0,3,0,0,82,3
12903,1,46,4.0,5,1,0,84,3
12904,1,31,2.0,2,1,1,50,3
12905,3,26,3.0,4,0,0,48,1
12906,1,49,4.0,11,0,0,54,2
12907,1,29,3.5,1,0,0,76,3
12908,1,30,5.0,8,1,0,62,2
12909,2,27,5.0,2,0,0,85,3
12910,1,35,4.0,6,1,0,66,3
12911,5,40,4.0,10,0,0,65,3
12912,1,28,3.0,4,0,0,49,1
12913,1,51,5.0,20,1,0,46,1
12914,1,33,3.5,1,1,0,52,1
12915,1,33,5.0,6,1,0,56,2
12916,1,27,3.0,3,1,0,78,3
12917,1,30,3.0,2,1,0,63,2
12918,1,30,3.0,3,1,0,59,2
12919,1,40,4.0,3,1,0,61,2
12920,2,29,5.0,4,1,0,48,1
12921,1,28,4.0,2,1,0,77,3
12922,1,38,3.0,10,0,0,57,2
12923,1,30,5.0,4,1,0,85,3
12924,2,31,3.0,4,0,0,82,3
12925,2,30,5.0,3,0,0,63,1
12926,1,28,3.5,1,1,0,58,2
12927,1,32,4.0,4,1,0,69,3
12928,1,39,5.0,4,0,0,50,1
12929,1,32,3.0,7,1,0,70,3
12930,2,44,5.0,6,1,0,55,2
12931,1,38,3.0,10,0,0,67,3
12932,1,30,5.0,6,1,0,51,1
12933,1,40,4.0,14,1,0,71,3
12934,1,37,3.0,3,1,0,75,3
12935,1,41,5.0,10,1,0,52,1
12936,1,46,4.0,21,0,0,54,1
12937,2,36,4.0,7,0,0,60,2
12938,1,40,5.0,12,1,0,63,2
12939,2,29,3.0,6,0,0,55,2
12940,2,34,3.0,10,0,0,66,3
12941,1,34,5.0,6,0,0,68,3
12942,1,46,4.0,5,1,0,79,3
12943,1,30,3.0,3,0,0,78,3
12944,1,27,3.0,2,0,0,50,1
12945,2,39,3.0,10,0,0,50,1
12946,1,34,5.0,6,1,0,61,2
12947,1,28,3.0,2,1,0,60,2
12948,1,44,5.0,15,0,0,62,2
12949,1,31,5.0,4,1,0,70,3
12950,1,28,3.0,2,1,0,60,2
12951,1,27,3.5,1,0,0,85,3
12952,1,37,5.0,4,1,0,71,3
12953,1,39,4.0,13,0,0,72,3
12954,1,30,2.0,4,0,0,52,1
12955,2,27,3.0,3,0,0,72,3
12956,1,28,3.0,4,0,0,61,2
12957,3,38,3.0,8,1,0,56,2
12958,1,30,5.0,5,1,0,87,3
12959,1,39,4.0,8,1,0,69,3
12960,2,30,1.0,5,0,0,48,1
12961,1,30,3.5,1,0,0,46,1
12962,1,29,3.5,1,1,1,88,3
12963,2,25,3.0,2,1,0,66,3
12964,1,33,4.0,6,0,0,58,2
12965,2,34,4.0,9,1,0,65,2
12966,1,56,5.0,16,0,0,97,1
12967,1,45,3.0,12,0,0,83,3
12968,1,30,2.0,6,0,0,49,1
12969,1,27,1.0,3,0,0,51,1
12970,1,29,3.5,1,1,0,80,3
12971,1,52,5.0,17,1,0,58,2
12972,1,32,4.0,3,0,0,58,2
12973,1,28,3.0,1,0,0,47,1
12974,2,30,4.0,4,0,0,86,3
12975,1,33,1.0,9,0,0,77,3
12976,1,33,2.0,6,0,0,50,1
12977,1,36,3.0,10,0,0,65,3
12978,1,23,3.5,1,1,0,72,2
12979,1,42,4.0,4,0,0,63,2
12980,1,28,5.0,3,0,1,64,3
12981,1,30,4.0,3,0,0,51,2
12982,1,25,3.5,1,0,0,53,1
12983,1,31,3.5,1,0,0,49,2
12984,1,59,5.0,6,1,0,57,2
12985,1,30,3.5,1,0,0,48,1
12986,1,46,5.0,6,0,0,61,2
12987,1,29,4.0,2,0,0,86,3
12988,1,60,4.0,5,0,0,53,2
12989,1,43,5.0,6,0,0,57,2
12990,2,32,3.0,6,0,0,82,3
12991,1,43,5.0,17,0,0,47,1
12992,1,37,1.0,10,0,0,57,2
12993,1,33,5.0,10,0,0,48,1
12994,1,33,3.0,5,0,0,81,3
12995,1,29,5.0,3,1,0,69,3
12996,1,41,5.0,4,0,0,73,2
12997,1,33,4.0,3,0,0,76,2
12998,1,31,3.0,9,0,0,48,2
12999,1,34,1.0,4,0,0,60,2
13000,1,33,3.0,9,0,0,60,2
13001,2,35,3.0,8,0,0,48,1
13002,2,36,3.0,7,1,0,59,2
13003,1,42,1.0,12,0,0,51,1
13004,1,27,3.5,1,0,0,90,3
13005,1,32,4.0,7,0,0,47,1
13006,1,34,2.0,10,0,0,76,3
13007,1,28,4.0,2,1,0,69,3
13008,1,31,4.0,7,0,0,84,3
13009,1,34,5.0,5,0,0,60,2
13010,1,36,1.0,10,0,0,76,3
13011,1,36,4.0,10,0,0,63,2
13012,2,29,3.5,1,1,0,86,3
13013,4,31,3.0,8,0,0,48,1
13014,1,45,3.0,15,0,0,58,2
13015,2,44,3.0,7,1,0,50,1
13016,2,35,2.0,6,0,0,46,1
13017,1,33,4.0,3,1,0,78,3
13018,1,41,4.0,10,1,0,57,2
13019,1,31,5.0,4,0,0,84,3
13020,1,28,5.0,2,0,0,84,3
13021,1,38,5.0,7,1,0,88,3
13022,1,34,3.0,6,0,0,57,2
13023,3,27,3.5,1,0,0,80,3
13024,1,30,1.0,5,0,0,48,1
13025,1,32,4.0,3,1,0,57,2
13026,1,29,5.0,2,1,0,48,1
13027,1,27,2.0,2,0,0,51,1
13028,1,32,3.0,7,1,0,60,2
13029,1,26,3.5,1,0,0,62,2
13030,2,27,2.0,4,0,0,63,2
13031,2,34,4.0,6,1,0,59,2
13032,1,44,2.0,3,0,0,51,1
13033,1,32,3.0,4,1,0,87,3
13034,1,42,5.0,4,1,0,50,1
13035,1,27,3.0,4,1,0,61,2
13036,3,31,1.0,3,0,0,48,1
13037,1,50,4.0,3,0,0,46,1
13038,1,38,2.0,10,0,0,49,1
13039,1,23,1.0,2,1,0,49,1
13040,1,32,3.0,7,0,0,51,2
13041,1,36,5.0,6,1,0,60,2
13042,1,50,3.0,2,0,0,48,1
13043,2,34,1.0,7,0,0,84,3
13044,1,33,2.0,8,0,0,50,1
13045,1,38,4.0,2,0,0,55,2
13046,2,27,2.0,6,0,0,86,3
13047,1,28,3.0,5,0,0,52,1
13048,1,55,5.0,5,1,0,62,2
13049,1,31,4.0,3,1,0,62,2
13050,1,25,3.5,1,1,0,64,2
13051,1,31,5.0,8,0,0,57,2
13052,2,38,5.0,2,0,0,48,2
13053,1,31,3.0,3,0,0,63,2
13054,1,55,5.0,6,1,0,59,2
13055,1,31,4.0,3,1,0,59,2
13056,2,32,5.0,6,1,0,54,2
13057,2,35,5.0,3,0,0,84,3
13058,1,36,5.0,3,1,0,52,1
13059,1,45,3.0,4,0,0,47,1
13060,4,47,1.0,16,0,0,50,1
13061,1,32,2.0,7,0,0,49,1
13062,1,56,3.0,18,0,0,50,1
13063,1,31,5.0,7,0,0,61,2
13064,1,34,5.0,10,1,0,63,2
13065,2,30,5.0,3,0,0,48,1
13066,3,32,1.0,5,0,0,51,1
13067,1,27,3.5,1,0,0,49,1
13068,1,27,3.5,1,0,0,83,3
13069,1,41,5.0,8,1,0,52,1
13070,1,37,2.0,10,0,0,58,2
13071,1,37,5.0,10,1,0,48,1
13072,2,31,5.0,4,1,0,84,3
13073,1,30,5.0,8,1,0,59,2
13074,1,30,2.0,2,0,0,67,3
13075,1,33,1.0,3,1,0,61,2
13076,1,34,5.0,5,0,0,54,1
13077,1,37,3.0,4,0,0,61,2
13078,1,31,1.0,3,0,0,51,1
13079,1,31,3.0,7,0,0,81,3
13080,1,33,3.0,3,0,0,50,1
13081,2,31,5.0,6,1,0,84,3
13082,1,34,1.0,7,0,0,52,1
13083,2,40,5.0,7,0,0,82,3
13084,1,46,3.0,7,1,0,51,1
13085,2,28,1.0,4,0,0,81,3
13086,1,28,5.0,4,1,0,51,2
13087,3,39,4.0,4,1,0,59,2
13088,1,33,1.0,6,0,0,49,1
13089,2,34,3.0,8,0,0,59,2
13090,1,58,3.0,3,1,0,48,1
13091,1,36,3.0,11,1,0,80,3
13092,3,25,3.5,1,0,0,51,1
13093,1,37,3.0,7,0,0,73,3
13094,2,37,3.0,2,1,0,45,1
13095,2,33,3.0,2,0,0,50,1
13096,1,40,3.0,7,0,0,45,2
13097,1,29,2.0,5,1,0,84,3
13098,2,36,3.0,8,0,0,80,3
